stage,dataset,split_seed,scheme,condition,exposures,model,seed,estimate,lower,upper,confidence,resamples,identity_clusters,margin,interval_within_margin,analysis
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,1,single_mlp,91223,0.006249999999999994,-0.021875,0.04374999999999999,0.9,2000,40,0.05,True,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,1,single_mlp,91223,-0.006250000000000003,-0.025,0.031249999999999993,0.9,2000,40,0.01,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,1,single_mlp,91223,-0.006250000000000003,-0.025,0.031249999999999993,0.9,2000,40,0.02,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,1,single_mlp,91223,-0.006250000000000003,-0.025,0.031249999999999993,0.9,2000,40,0.05,True,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,10,mean_mlp,91223,-2.7755575615628915e-18,-0.025,0.049999999999999996,0.9,2000,40,0.01,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,10,mean_mlp,91223,-2.7755575615628915e-18,-0.025,0.049999999999999996,0.9,2000,40,0.02,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,10,mean_mlp,91223,-2.7755575615628915e-18,-0.025,0.049999999999999996,0.9,2000,40,0.05,True,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,10,mean_mlp,91223,-2.7755575615628915e-18,-0.025,0.049999999999999996,0.9,2000,40,0.01,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,10,mean_mlp,91223,-2.7755575615628915e-18,-0.025,0.049999999999999996,0.9,2000,40,0.02,False,exploratory 90% interval containment; not confirmatory equivalence
bounded_validation,FEI,91843,IoM-GRP,independent_unseen_keys,10,mean_mlp,91223,-2.7755575615628915e-18,-0.025,0.049999999999999996,0.9,2000,40,0.05,True,exploratory 90% interval containment; not confirmatory equivalence
