stage,dataset,scheme,split_seed,chance,condition,exposures,model,model_seeds,identity_clusters,top1_mean,seed_sd,lower95,upper95
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_4,5,deepsets,3,26,0.28846153846153844,0.05288461538461539,0.1345753205128205,0.4423477564102562
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_4,10,mean_mlp,3,26,0.39903846153846156,0.030024028838453846,0.2387820512820513,0.5593349358974357
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_4,10,deepsets,3,26,0.3092948717948718,0.03272528502670214,0.15705128205128205,0.4567307692307692
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_8,1,single_mlp,3,26,0.15705128205128205,0.010008009612817953,0.0656650641025641,0.26606570512820493
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_8,2,mean_mlp,3,26,0.1842948717948718,0.01468774261203794,0.08974358974358974,0.296474358974359
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_8,2,deepsets,3,26,0.10897435897435898,0.06125485530005254,0.02403846153846154,0.2147836538461536
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_8,5,mean_mlp,3,26,0.22596153846153846,0.004807692307692318,0.09775641025641026,0.3733974358974359
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_8,5,deepsets,3,26,0.1987179487179487,0.037343526274778986,0.07532051282051282,0.34455128205128205
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_8,10,mean_mlp,3,26,0.2419871794871795,0.03201119287730478,0.09935897435897435,0.4023237179487175
bounded_validation,SCface,IoM-GRP,91831,0.038461538461538464,random_key_pool_8,10,deepsets,3,26,0.23717948717948717,0.03640325862692484,0.10256410256410256,0.3894230769230769
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,independent_unseen_keys,1,single_mlp,3,26,0.041666666666666664,0.002775722448027045,0.0,0.11858974358974358
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,independent_unseen_keys,2,mean_mlp,3,26,0.038461538461538464,0.0,0.0,0.11538461538461539
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,independent_unseen_keys,2,deepsets,3,26,0.041666666666666664,0.005551444896054094,0.0,0.125
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,independent_unseen_keys,5,mean_mlp,3,26,0.03685897435897436,0.005551444896054094,0.0,0.10416666666666667
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,independent_unseen_keys,5,deepsets,3,26,0.038461538461538464,0.0,0.0,0.11538461538461539
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,independent_unseen_keys,10,mean_mlp,3,26,0.03685897435897436,0.002775722448027049,0.0,0.10416666666666667
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,independent_unseen_keys,10,deepsets,3,26,0.038461538461538464,0.0,0.0,0.11538461538461539
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_1,1,single_mlp,3,26,0.6971153846153846,0.004807692307692291,0.5961538461538461,0.7852564102564102
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_1,2,mean_mlp,3,26,0.8381410256410257,0.005551444896054075,0.7499599358974359,0.9022435897435898
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_1,2,deepsets,3,26,0.7323717948717948,0.03734352627477902,0.625,0.8317307692307693
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_1,5,mean_mlp,3,26,0.9118589743589743,0.007343871306018948,0.8124599358974359,0.9791666666666666
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_1,5,deepsets,3,26,0.8141025641025641,0.06562690778667712,0.6875,0.9230769230769231
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_1,10,mean_mlp,3,26,0.9487179487179487,0.012099093646267243,0.8557692307692307,1.0
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_1,10,deepsets,3,26,0.8221153846153846,0.08341034410046858,0.6762820512820513,0.9423076923076923
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_4,1,single_mlp,3,26,0.2948717948717949,0.034779702586876134,0.20348557692307692,0.38782051282051283
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_4,2,mean_mlp,3,26,0.41346153846153844,0.024981502032243398,0.2948717948717949,0.5240384615384616
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_4,2,deepsets,3,26,0.38782051282051283,0.02897939314106591,0.2692307692307692,0.5016025641025641
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_4,5,mean_mlp,3,26,0.5801282051282052,0.03543805190303843,0.4230769230769231,0.7211538461538461
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_4,5,deepsets,3,26,0.47596153846153844,0.02676809789822125,0.3269230769230769,0.6282051282051282
bounded_validation,SCface,IoM-GRP,91843,0.038461538461538464,random_key_pool_4,10,mean_mlp,3,26,0.6378205128205128,0.005551444896054139,0.47596153846153844,0.7900641025641025
