stage,dataset,split_seed,scheme,condition,exposures,model,seed,contrast,estimate,lower,upper,confidence,resamples,identity_clusters,bootstrap_seed
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,607,ten_minus_one,0.2692307692307692,0.20180288461538484,0.34615384615384615,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,607,reuse_minus_fresh,0.9230769230769231,0.8076923076923077,1.0,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,613,ten_minus_one,0.24519230769230768,0.16826923076923078,0.3173076923076923,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,mean_mlp,613,reuse_minus_fresh,0.9086538461538461,0.797956730769231,0.9903846153846154,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,deepsets,601,ten_minus_one,0.22115384615384615,0.1346153846153846,0.3125,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,deepsets,601,reuse_minus_fresh,0.8798076923076923,0.75,0.9759615384615384,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,deepsets,607,ten_minus_one,0.08653846153846154,-0.004807692307692308,0.17307692307692307,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,deepsets,607,reuse_minus_fresh,0.7403846153846154,0.5913461538461539,0.8798076923076923,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,deepsets,613,ten_minus_one,0.0673076923076923,-0.04326923076923077,0.16826923076923078,0.95,2000,26,91223
bounded_validation,SCface,91843,IoM-GRP,random_key_pool_1,10,deepsets,613,reuse_minus_fresh,0.7307692307692307,0.5817307692307693,0.8605769230769231,0.95,2000,26,91223
bounded_validation,MOBIO,91831,PolyProtect,random_key_pool_1,1,single_mlp,601,reuse_minus_fresh,0.9625,0.9166666666666666,1.0,0.95,2000,30,91223
bounded_validation,MOBIO,91831,PolyProtect,random_key_pool_1,1,single_mlp,607,reuse_minus_fresh,0.95,0.8875,1.0,0.95,2000,30,91223
bounded_validation,MOBIO,91831,PolyProtect,random_key_pool_1,1,single_mlp,613,reuse_minus_fresh,0.9625,0.9125,1.0,0.95,2000,30,91223
